onset	duration	stimulus	Var4
4	2	224	tool
8	2	119	animal
12	2	111	animal
20	2	129	animal
24	2	223	tool
32	2	220	tool
36	2	226	tool
40	2	207	tool
48	2	113	animal
52	2	125	animal
60	2	202	tool
64	2	126	animal
76	2	226	tool
84	2	224	tool
88	2	111	animal
96	2	223	tool
100	2	126	animal
104	2	113	animal
112	2	125	animal
116	2	129	animal
120	2	202	tool
124	2	220	tool
128	2	119	animal
136	2	207	tool
152	2	113	animal
156	2	220	tool
160	2	126	animal
168	2	202	tool
172	2	224	tool
176	2	226	tool
180	2	119	animal
188	2	111	animal
192	2	129	animal
196	2	125	animal
204	2	223	tool
208	2	207	tool
224	2	119	animal
228	2	207	tool
232	2	202	tool
236	2	223	tool
240	2	126	animal
244	2	226	tool
248	2	220	tool
252	2	111	animal
260	2	129	animal
264	2	224	tool
268	2	113	animal
280	2	125	animal
