onset	duration	stimulus	Var4
0	2	216	tool
6	2	122	animal
12	2	225	tool
18	2	208	tool
24	2	211	tool
30	2	123	animal
36	2	117	animal
42	2	118	animal
48	2	102	animal
54	2	214	tool
60	2	112	animal
66	2	229	tool
72	2	102	animal
78	2	117	animal
84	2	112	animal
90	2	225	tool
96	2	216	tool
102	2	211	tool
108	2	214	tool
114	2	229	tool
120	2	122	animal
126	2	208	tool
132	2	118	animal
138	2	123	animal
144	2	112	animal
150	2	214	tool
156	2	102	animal
162	2	225	tool
168	2	118	animal
174	2	122	animal
180	2	211	tool
186	2	216	tool
192	2	208	tool
198	2	229	tool
204	2	117	animal
210	2	123	animal
216	2	117	animal
222	2	211	tool
228	2	122	animal
234	2	208	tool
240	2	112	animal
246	2	216	tool
252	2	118	animal
258	2	214	tool
264	2	229	tool
270	2	102	animal
276	2	123	animal
282	2	225	tool
