onset	duration	stimulus	Var4
0	2	118	animal
6	2	211	tool
12	2	123	animal
18	2	112	animal
24	2	229	tool
30	2	122	animal
36	2	208	tool
42	2	216	tool
48	2	214	tool
54	2	225	tool
60	2	117	animal
66	2	102	animal
72	2	216	tool
78	2	211	tool
84	2	117	animal
90	2	123	animal
96	2	229	tool
102	2	118	animal
108	2	208	tool
114	2	122	animal
120	2	102	animal
126	2	225	tool
132	2	112	animal
138	2	214	tool
144	2	225	tool
150	2	216	tool
156	2	211	tool
162	2	117	animal
168	2	229	tool
174	2	118	animal
180	2	112	animal
186	2	123	animal
192	2	214	tool
198	2	208	tool
204	2	102	animal
210	2	122	animal
216	2	211	tool
222	2	216	tool
228	2	112	animal
234	2	123	animal
240	2	117	animal
246	2	214	tool
252	2	102	animal
258	2	229	tool
264	2	118	animal
270	2	225	tool
276	2	122	animal
282	2	208	tool
