onset	duration	stimulus	Var4
4	2	110	animal
8	2	201	tool
12	2	210	tool
16	2	101	animal
20	2	123	animal
28	2	107	animal
32	2	111	animal
36	2	213	tool
40	2	217	tool
44	2	209	tool
60	2	109	animal
64	2	216	tool
76	2	107	animal
80	2	109	animal
84	2	209	tool
92	2	110	animal
100	2	210	tool
104	2	217	tool
112	2	101	animal
120	2	123	animal
124	2	213	tool
128	2	216	tool
132	2	201	tool
136	2	111	animal
148	2	109	animal
164	2	217	tool
168	2	111	animal
172	2	210	tool
176	2	107	animal
180	2	209	tool
184	2	201	tool
188	2	110	animal
192	2	213	tool
196	2	216	tool
204	2	101	animal
208	2	123	animal
224	2	210	tool
236	2	216	tool
240	2	209	tool
244	2	213	tool
252	2	111	animal
256	2	107	animal
260	2	109	animal
264	2	217	tool
268	2	201	tool
272	2	101	animal
276	2	123	animal
280	2	110	animal
