onset	duration	stimulus	Var4
0	2	108	animal
6	2	215	tool
12	2	226	tool
18	2	206	tool
24	2	119	animal
30	2	128	animal
36	2	205	tool
42	2	117	animal
48	2	113	animal
54	2	112	animal
60	2	219	tool
66	2	223	tool
72	2	112	animal
78	2	226	tool
84	2	206	tool
90	2	215	tool
96	2	113	animal
102	2	219	tool
108	2	108	animal
114	2	117	animal
120	2	119	animal
126	2	223	tool
132	2	128	animal
138	2	205	tool
144	2	206	tool
150	2	226	tool
156	2	117	animal
162	2	223	tool
168	2	205	tool
174	2	113	animal
180	2	119	animal
186	2	108	animal
192	2	128	animal
198	2	219	tool
204	2	112	animal
210	2	215	tool
216	2	119	animal
222	2	205	tool
228	2	108	animal
234	2	226	tool
240	2	206	tool
246	2	219	tool
252	2	223	tool
258	2	113	animal
264	2	117	animal
270	2	112	animal
276	2	215	tool
282	2	128	animal
