onset	duration	stimulus	Var4
0	2	214	tool
8	2	121	animal
16	2	203	tool
24	2	230	tool
32	2	218	tool
40	2	102	animal
48	2	202	tool
56	2	126	animal
64	2	103	animal
72	2	114	animal
80	2	208	tool
88	2	127	animal
96	2	230	tool
104	2	121	animal
112	2	218	tool
120	2	208	tool
128	2	202	tool
136	2	214	tool
144	2	114	animal
152	2	203	tool
160	2	102	animal
168	2	103	animal
176	2	126	animal
184	2	127	animal
192	2	230	tool
200	2	127	animal
208	2	202	tool
216	2	203	tool
224	2	121	animal
232	2	208	tool
240	2	102	animal
248	2	126	animal
256	2	114	animal
264	2	218	tool
272	2	214	tool
280	2	103	animal
