onset	duration	stimulus	Var4
0	2	230	tool
8	2	202	tool
16	2	121	animal
24	2	114	animal
32	2	103	animal
40	2	214	tool
48	2	127	animal
56	2	102	animal
64	2	203	tool
72	2	126	animal
80	2	218	tool
88	2	208	tool
96	2	202	tool
104	2	114	animal
112	2	127	animal
120	2	230	tool
128	2	102	animal
136	2	121	animal
144	2	103	animal
152	2	208	tool
160	2	126	animal
168	2	218	tool
176	2	203	tool
184	2	214	tool
192	2	208	tool
200	2	102	animal
208	2	203	tool
216	2	127	animal
224	2	121	animal
232	2	218	tool
240	2	214	tool
248	2	230	tool
256	2	114	animal
264	2	103	animal
272	2	202	tool
280	2	126	animal
