onset	duration	stimulus	Var4
0	2	206	tool
6	2	117	animal
12	2	113	animal
18	2	219	tool
24	2	223	tool
30	2	215	tool
36	2	205	tool
42	2	112	animal
48	2	119	animal
54	2	226	tool
60	2	128	animal
66	2	108	animal
72	2	112	animal
78	2	113	animal
84	2	119	animal
90	2	117	animal
96	2	128	animal
102	2	206	tool
108	2	205	tool
114	2	219	tool
120	2	223	tool
126	2	108	animal
132	2	215	tool
138	2	226	tool
144	2	117	animal
150	2	113	animal
156	2	219	tool
162	2	112	animal
168	2	205	tool
174	2	108	animal
180	2	128	animal
186	2	215	tool
192	2	226	tool
198	2	223	tool
204	2	206	tool
210	2	119	animal
216	2	112	animal
222	2	223	tool
228	2	219	tool
234	2	108	animal
240	2	205	tool
246	2	215	tool
252	2	117	animal
258	2	226	tool
264	2	113	animal
270	2	128	animal
276	2	119	animal
282	2	206	tool
