onset	duration	stimulus	Var4
0	2	115	animal
12	2	207	tool
24	2	106	animal
36	2	229	tool
48	2	116	animal
60	2	225	tool
72	2	220	tool
84	2	227	tool
96	2	222	tool
108	2	124	animal
120	2	125	animal
132	2	105	animal
144	2	116	animal
156	2	125	animal
168	2	225	tool
180	2	207	tool
192	2	220	tool
204	2	124	animal
216	2	227	tool
228	2	105	animal
240	2	222	tool
252	2	229	tool
264	2	115	animal
276	2	106	animal
