onset	duration	stimulus	Var4
0	2	106	animal
6	2	125	animal
12	2	219	tool
18	2	220	tool
24	2	228	tool
30	2	223	tool
36	2	114	animal
42	2	108	animal
48	2	129	animal
54	2	107	animal
60	2	227	tool
66	2	217	tool
72	2	223	tool
78	2	107	animal
84	2	129	animal
90	2	227	tool
96	2	217	tool
102	2	106	animal
108	2	125	animal
114	2	220	tool
120	2	114	animal
126	2	219	tool
132	2	228	tool
138	2	108	animal
144	2	107	animal
150	2	223	tool
156	2	114	animal
162	2	219	tool
168	2	220	tool
174	2	217	tool
180	2	125	animal
186	2	227	tool
192	2	108	animal
198	2	129	animal
204	2	106	animal
210	2	228	tool
216	2	129	animal
222	2	217	tool
228	2	106	animal
234	2	223	tool
240	2	219	tool
246	2	114	animal
252	2	108	animal
258	2	107	animal
264	2	227	tool
270	2	125	animal
276	2	220	tool
282	2	228	tool
