onset	duration	stimulus	Var4
12	2	218	tool
16	2	121	animal
24	2	130	animal
28	2	221	tool
36	2	104	animal
40	2	128	animal
44	2	215	tool
48	2	203	tool
52	2	229	tool
56	2	124	animal
60	2	209	tool
64	2	118	animal
76	2	124	animal
80	2	121	animal
84	2	218	tool
88	2	215	tool
92	2	118	animal
96	2	229	tool
100	2	130	animal
104	2	221	tool
108	2	128	animal
116	2	104	animal
120	2	209	tool
132	2	203	tool
148	2	128	animal
152	2	221	tool
160	2	121	animal
164	2	130	animal
168	2	104	animal
172	2	203	tool
184	2	118	animal
188	2	229	tool
196	2	215	tool
200	2	124	animal
204	2	218	tool
208	2	209	tool
232	2	209	tool
236	2	218	tool
240	2	104	animal
244	2	130	animal
248	2	118	animal
252	2	221	tool
256	2	121	animal
260	2	128	animal
264	2	124	animal
268	2	229	tool
272	2	215	tool
276	2	203	tool
