onset	duration	stimulus	Var4
0	2	116	animal
8	2	214	tool
16	2	210	tool
24	2	208	tool
32	2	230	tool
40	2	120	animal
48	2	122	animal
56	2	204	tool
64	2	112	animal
72	2	110	animal
80	2	113	animal
88	2	224	tool
96	2	230	tool
104	2	214	tool
112	2	204	tool
120	2	122	animal
128	2	110	animal
136	2	210	tool
144	2	112	animal
152	2	208	tool
160	2	116	animal
168	2	113	animal
176	2	120	animal
184	2	224	tool
192	2	110	animal
200	2	208	tool
208	2	214	tool
216	2	116	animal
224	2	120	animal
232	2	230	tool
240	2	122	animal
248	2	113	animal
256	2	210	tool
264	2	112	animal
272	2	204	tool
280	2	224	tool
