onset	duration	stimulus	Var4
0	2	122	animal
6	2	127	animal
12	2	202	tool
18	2	129	animal
24	2	102	animal
30	2	109	animal
36	2	216	tool
42	2	218	tool
48	2	116	animal
54	2	230	tool
60	2	223	tool
66	2	206	tool
72	2	109	animal
78	2	116	animal
84	2	216	tool
90	2	122	animal
96	2	206	tool
102	2	202	tool
108	2	230	tool
114	2	218	tool
120	2	129	animal
126	2	102	animal
132	2	127	animal
138	2	223	tool
144	2	102	animal
150	2	223	tool
156	2	206	tool
162	2	127	animal
168	2	109	animal
174	2	230	tool
180	2	218	tool
186	2	216	tool
192	2	129	animal
198	2	122	animal
204	2	116	animal
210	2	202	tool
216	2	122	animal
222	2	216	tool
228	2	109	animal
234	2	202	tool
240	2	223	tool
246	2	206	tool
252	2	230	tool
258	2	129	animal
264	2	102	animal
270	2	116	animal
276	2	218	tool
282	2	127	animal
