onset	duration	stimulus	Var4
0	2	109	animal
6	2	129	animal
12	2	102	animal
18	2	218	tool
24	2	116	animal
30	2	216	tool
36	2	127	animal
42	2	122	animal
48	2	202	tool
54	2	223	tool
60	2	206	tool
66	2	230	tool
72	2	218	tool
78	2	223	tool
84	2	230	tool
90	2	127	animal
96	2	122	animal
102	2	102	animal
108	2	129	animal
114	2	206	tool
120	2	216	tool
126	2	109	animal
132	2	202	tool
138	2	116	animal
144	2	127	animal
150	2	230	tool
156	2	129	animal
162	2	116	animal
168	2	216	tool
174	2	218	tool
180	2	102	animal
186	2	122	animal
192	2	109	animal
198	2	202	tool
204	2	206	tool
210	2	223	tool
216	2	116	animal
222	2	206	tool
228	2	216	tool
234	2	122	animal
240	2	127	animal
246	2	102	animal
252	2	230	tool
258	2	218	tool
264	2	202	tool
270	2	223	tool
276	2	109	animal
282	2	129	animal
