onset	duration	stimulus	Var4
4	2	219	tool
12	2	226	tool
16	2	214	tool
24	2	114	animal
32	2	220	tool
36	2	104	animal
40	2	119	animal
44	2	215	tool
48	2	115	animal
52	2	110	animal
60	2	125	animal
64	2	211	tool
76	2	119	animal
80	2	211	tool
84	2	114	animal
96	2	104	animal
100	2	125	animal
108	2	219	tool
112	2	226	tool
116	2	115	animal
120	2	220	tool
124	2	215	tool
128	2	214	tool
132	2	110	animal
148	2	214	tool
152	2	114	animal
156	2	215	tool
160	2	226	tool
164	2	125	animal
168	2	110	animal
172	2	104	animal
176	2	119	animal
180	2	220	tool
188	2	115	animal
192	2	211	tool
200	2	219	tool
224	2	220	tool
228	2	125	animal
232	2	114	animal
236	2	214	tool
248	2	215	tool
256	2	226	tool
260	2	115	animal
264	2	119	animal
268	2	219	tool
272	2	104	animal
276	2	211	tool
280	2	110	animal
