onset	duration	stimulus	Var4
0	2	204	tool
8	2	118	animal
16	2	105	animal
24	2	108	animal
32	2	126	animal
40	2	227	tool
48	2	217	tool
56	2	103	animal
64	2	225	tool
72	2	112	animal
80	2	222	tool
88	2	224	tool
96	2	126	animal
104	2	105	animal
112	2	222	tool
120	2	227	tool
128	2	118	animal
136	2	217	tool
144	2	103	animal
152	2	225	tool
160	2	112	animal
168	2	204	tool
176	2	224	tool
184	2	108	animal
192	2	217	tool
200	2	118	animal
208	2	222	tool
216	2	126	animal
224	2	227	tool
232	2	105	animal
240	2	103	animal
248	2	204	tool
256	2	112	animal
264	2	225	tool
272	2	224	tool
280	2	108	animal
