onset	duration	stimulus	Var4
4	2	119	animal
16	2	226	tool
20	2	215	tool
24	2	220	tool
28	2	214	tool
36	2	114	animal
40	2	104	animal
44	2	211	tool
48	2	115	animal
52	2	219	tool
56	2	110	animal
64	2	125	animal
76	2	219	tool
80	2	125	animal
88	2	215	tool
92	2	211	tool
100	2	119	animal
104	2	226	tool
108	2	104	animal
116	2	214	tool
120	2	220	tool
124	2	114	animal
128	2	110	animal
136	2	115	animal
152	2	214	tool
156	2	114	animal
160	2	219	tool
164	2	110	animal
168	2	104	animal
172	2	226	tool
180	2	215	tool
184	2	119	animal
192	2	211	tool
200	2	220	tool
204	2	125	animal
208	2	115	animal
220	2	115	animal
224	2	226	tool
228	2	104	animal
232	2	125	animal
236	2	110	animal
240	2	211	tool
248	2	119	animal
256	2	215	tool
260	2	219	tool
264	2	114	animal
276	2	214	tool
280	2	220	tool
