onset	duration	stimulus	Var4
0	2	204	tool
6	2	125	animal
12	2	226	tool
18	2	112	animal
24	2	213	tool
30	2	102	animal
36	2	228	tool
42	2	221	tool
48	2	124	animal
54	2	114	animal
60	2	115	animal
66	2	210	tool
72	2	102	animal
78	2	114	animal
84	2	228	tool
90	2	204	tool
96	2	221	tool
102	2	213	tool
108	2	210	tool
114	2	124	animal
120	2	115	animal
126	2	125	animal
132	2	112	animal
138	2	226	tool
144	2	221	tool
150	2	124	animal
156	2	228	tool
162	2	114	animal
168	2	112	animal
174	2	226	tool
180	2	115	animal
186	2	204	tool
192	2	102	animal
198	2	210	tool
204	2	125	animal
210	2	213	tool
216	2	228	tool
222	2	124	animal
228	2	125	animal
234	2	221	tool
240	2	115	animal
246	2	102	animal
252	2	114	animal
258	2	210	tool
264	2	204	tool
270	2	112	animal
276	2	226	tool
282	2	213	tool
