onset	duration	stimulus	Var4
0	2	208	tool
8	2	222	tool
16	2	219	tool
24	2	123	animal
32	2	215	tool
40	2	218	tool
48	2	108	animal
56	2	126	animal
64	2	121	animal
72	2	101	animal
80	2	229	tool
88	2	104	animal
96	2	101	animal
104	2	108	animal
112	2	215	tool
120	2	229	tool
128	2	126	animal
136	2	218	tool
144	2	208	tool
152	2	123	animal
160	2	222	tool
168	2	121	animal
176	2	104	animal
184	2	219	tool
192	2	126	animal
200	2	218	tool
208	2	219	tool
216	2	215	tool
224	2	108	animal
232	2	104	animal
240	2	222	tool
248	2	101	animal
256	2	208	tool
264	2	229	tool
272	2	123	animal
280	2	121	animal
