onset	duration	stimulus	Var4
4	2	107	animal
12	2	111	animal
20	2	201	tool
28	2	129	animal
32	2	205	tool
36	2	206	tool
40	2	203	tool
44	2	122	animal
48	2	127	animal
52	2	220	tool
56	2	224	tool
60	2	118	animal
76	2	206	tool
80	2	203	tool
84	2	220	tool
100	2	107	animal
104	2	129	animal
108	2	224	tool
112	2	127	animal
116	2	122	animal
124	2	111	animal
128	2	201	tool
132	2	205	tool
136	2	118	animal
148	2	122	animal
152	2	107	animal
156	2	220	tool
160	2	224	tool
164	2	129	animal
168	2	118	animal
176	2	205	tool
180	2	206	tool
192	2	111	animal
196	2	201	tool
200	2	203	tool
204	2	127	animal
220	2	224	tool
224	2	122	animal
228	2	205	tool
232	2	107	animal
236	2	118	animal
240	2	127	animal
252	2	201	tool
260	2	220	tool
264	2	206	tool
268	2	203	tool
272	2	111	animal
280	2	129	animal
