onset	duration	stimulus	Var4
4	2	206	tool
12	2	111	animal
16	2	129	animal
20	2	201	tool
24	2	205	tool
28	2	220	tool
36	2	122	animal
40	2	127	animal
44	2	203	tool
52	2	107	animal
56	2	118	animal
64	2	224	tool
76	2	122	animal
84	2	203	tool
88	2	205	tool
92	2	129	animal
96	2	111	animal
100	2	118	animal
104	2	220	tool
108	2	224	tool
116	2	201	tool
120	2	206	tool
132	2	107	animal
136	2	127	animal
148	2	129	animal
160	2	206	tool
164	2	118	animal
168	2	111	animal
176	2	224	tool
180	2	220	tool
188	2	122	animal
192	2	205	tool
196	2	201	tool
200	2	127	animal
204	2	203	tool
208	2	107	animal
220	2	122	animal
224	2	127	animal
228	2	220	tool
232	2	224	tool
236	2	206	tool
240	2	203	tool
252	2	129	animal
256	2	201	tool
260	2	111	animal
264	2	205	tool
268	2	107	animal
280	2	118	animal
