onset	duration	stimulus	Var4
0	2	211	tool
6	2	227	tool
12	2	109	animal
18	2	204	tool
24	2	120	animal
30	2	103	animal
36	2	221	tool
42	2	219	tool
48	2	106	animal
54	2	107	animal
60	2	123	animal
66	2	228	tool
72	2	227	tool
78	2	204	tool
84	2	228	tool
90	2	123	animal
96	2	106	animal
102	2	103	animal
108	2	219	tool
114	2	107	animal
120	2	120	animal
126	2	211	tool
132	2	221	tool
138	2	109	animal
144	2	211	tool
150	2	219	tool
156	2	221	tool
162	2	106	animal
168	2	120	animal
174	2	107	animal
180	2	123	animal
186	2	103	animal
192	2	227	tool
198	2	109	animal
204	2	204	tool
210	2	228	tool
216	2	120	animal
222	2	227	tool
228	2	228	tool
234	2	103	animal
240	2	221	tool
246	2	123	animal
252	2	204	tool
258	2	109	animal
264	2	219	tool
270	2	106	animal
276	2	107	animal
282	2	211	tool
