onset	duration	stimulus	Var4
0	2	225	tool
8	2	113	animal
16	2	202	tool
24	2	129	animal
32	2	205	tool
40	2	110	animal
48	2	130	animal
56	2	118	animal
64	2	222	tool
72	2	104	animal
80	2	217	tool
88	2	206	tool
96	2	104	animal
104	2	129	animal
112	2	113	animal
120	2	217	tool
128	2	222	tool
136	2	225	tool
144	2	118	animal
152	2	202	tool
160	2	130	animal
168	2	205	tool
176	2	110	animal
184	2	206	tool
192	2	202	tool
200	2	206	tool
208	2	222	tool
216	2	104	animal
224	2	110	animal
232	2	129	animal
240	2	225	tool
248	2	217	tool
256	2	205	tool
264	2	130	animal
272	2	118	animal
280	2	113	animal
