onset	duration	stimulus	Var4
0	2	107	animal
6	2	219	tool
12	2	106	animal
18	2	120	animal
24	2	227	tool
30	2	123	animal
36	2	204	tool
42	2	103	animal
48	2	228	tool
54	2	221	tool
60	2	211	tool
66	2	109	animal
72	2	227	tool
78	2	120	animal
84	2	123	animal
90	2	109	animal
96	2	211	tool
102	2	106	animal
108	2	219	tool
114	2	103	animal
120	2	107	animal
126	2	204	tool
132	2	221	tool
138	2	228	tool
144	2	211	tool
150	2	109	animal
156	2	219	tool
162	2	221	tool
168	2	103	animal
174	2	106	animal
180	2	204	tool
186	2	227	tool
192	2	120	animal
198	2	107	animal
204	2	228	tool
210	2	123	animal
216	2	221	tool
222	2	103	animal
228	2	120	animal
234	2	227	tool
240	2	219	tool
246	2	204	tool
252	2	107	animal
258	2	109	animal
264	2	106	animal
270	2	123	animal
276	2	211	tool
282	2	228	tool
