onset	duration	stimulus	Var4
4	2	218	tool
8	2	111	animal
16	2	115	animal
20	2	101	animal
24	2	105	animal
28	2	116	animal
32	2	128	animal
36	2	214	tool
48	2	212	tool
52	2	208	tool
56	2	215	tool
64	2	203	tool
84	2	214	tool
92	2	212	tool
96	2	215	tool
100	2	101	animal
104	2	218	tool
108	2	208	tool
112	2	105	animal
116	2	203	tool
120	2	111	animal
124	2	115	animal
128	2	116	animal
132	2	128	animal
148	2	128	animal
152	2	111	animal
156	2	208	tool
160	2	116	animal
168	2	101	animal
172	2	115	animal
176	2	214	tool
188	2	215	tool
192	2	212	tool
196	2	105	animal
200	2	218	tool
204	2	203	tool
220	2	111	animal
224	2	212	tool
228	2	208	tool
232	2	214	tool
240	2	115	animal
244	2	116	animal
252	2	218	tool
256	2	105	animal
260	2	215	tool
272	2	101	animal
276	2	128	animal
280	2	203	tool
