onset	duration	stimulus	Var4
4	2	208	tool
12	2	115	animal
16	2	116	animal
20	2	128	animal
24	2	215	tool
28	2	212	tool
44	2	218	tool
48	2	111	animal
52	2	105	animal
56	2	101	animal
60	2	214	tool
64	2	203	tool
80	2	116	animal
84	2	101	animal
92	2	212	tool
96	2	115	animal
100	2	218	tool
108	2	215	tool
112	2	203	tool
116	2	128	animal
120	2	105	animal
128	2	111	animal
132	2	214	tool
136	2	208	tool
148	2	115	animal
156	2	128	animal
160	2	212	tool
164	2	111	animal
168	2	116	animal
172	2	203	tool
176	2	105	animal
184	2	218	tool
188	2	214	tool
200	2	101	animal
204	2	208	tool
208	2	215	tool
220	2	218	tool
228	2	116	animal
236	2	214	tool
240	2	115	animal
244	2	105	animal
248	2	212	tool
252	2	101	animal
260	2	208	tool
264	2	215	tool
268	2	128	animal
272	2	111	animal
276	2	203	tool
