onset	duration	stimulus	Var4
4	2	213	tool
16	2	223	tool
20	2	211	tool
24	2	227	tool
28	2	215	tool
32	2	112	animal
40	2	107	animal
44	2	117	animal
48	2	102	animal
56	2	129	animal
60	2	226	tool
64	2	126	animal
76	2	213	tool
84	2	112	animal
88	2	129	animal
92	2	117	animal
96	2	102	animal
100	2	226	tool
104	2	223	tool
108	2	227	tool
112	2	126	animal
120	2	215	tool
124	2	107	animal
132	2	211	tool
148	2	129	animal
152	2	107	animal
160	2	126	animal
164	2	223	tool
168	2	213	tool
172	2	215	tool
180	2	117	animal
184	2	227	tool
188	2	112	animal
192	2	211	tool
200	2	226	tool
208	2	102	animal
220	2	102	animal
224	2	211	tool
232	2	226	tool
236	2	107	animal
240	2	117	animal
244	2	126	animal
248	2	215	tool
252	2	227	tool
256	2	223	tool
264	2	213	tool
272	2	129	animal
276	2	112	animal
