onset	duration	stimulus	Var4
0	2	101	animal
6	2	229	tool
12	2	115	animal
18	2	119	animal
24	2	209	tool
30	2	216	tool
36	2	208	tool
42	2	222	tool
48	2	118	animal
54	2	120	animal
60	2	125	animal
66	2	214	tool
72	2	229	tool
78	2	222	tool
84	2	209	tool
90	2	119	animal
96	2	216	tool
102	2	120	animal
108	2	208	tool
114	2	125	animal
120	2	214	tool
126	2	101	animal
132	2	118	animal
138	2	115	animal
144	2	119	animal
150	2	214	tool
156	2	208	tool
162	2	118	animal
168	2	209	tool
174	2	101	animal
180	2	216	tool
186	2	229	tool
192	2	222	tool
198	2	120	animal
204	2	125	animal
210	2	115	animal
216	2	222	tool
222	2	119	animal
228	2	118	animal
234	2	209	tool
240	2	120	animal
246	2	208	tool
252	2	115	animal
258	2	216	tool
264	2	229	tool
270	2	101	animal
276	2	214	tool
282	2	125	animal
