onset	duration	stimulus	Var4
0	2	101	animal
6	2	209	tool
12	2	125	animal
18	2	115	animal
24	2	119	animal
30	2	118	animal
36	2	216	tool
42	2	214	tool
48	2	229	tool
54	2	120	animal
60	2	208	tool
66	2	222	tool
72	2	208	tool
78	2	229	tool
84	2	119	animal
90	2	118	animal
96	2	101	animal
102	2	115	animal
108	2	120	animal
114	2	125	animal
120	2	214	tool
126	2	216	tool
132	2	209	tool
138	2	222	tool
144	2	229	tool
150	2	125	animal
156	2	101	animal
162	2	216	tool
168	2	118	animal
174	2	119	animal
180	2	209	tool
186	2	120	animal
192	2	214	tool
198	2	208	tool
204	2	115	animal
210	2	222	tool
216	2	216	tool
222	2	222	tool
228	2	209	tool
234	2	229	tool
240	2	208	tool
246	2	214	tool
252	2	119	animal
258	2	118	animal
264	2	125	animal
270	2	101	animal
276	2	120	animal
282	2	115	animal
