onset	duration	stimulus	Var4
0	2	208	tool
6	2	104	animal
12	2	204	tool
18	2	106	animal
24	2	125	animal
30	2	122	animal
36	2	209	tool
42	2	219	tool
48	2	114	animal
54	2	101	animal
60	2	228	tool
66	2	218	tool
72	2	209	tool
78	2	114	animal
84	2	104	animal
90	2	101	animal
96	2	122	animal
102	2	204	tool
108	2	228	tool
114	2	125	animal
120	2	208	tool
126	2	106	animal
132	2	218	tool
138	2	219	tool
144	2	106	animal
150	2	204	tool
156	2	101	animal
162	2	208	tool
168	2	219	tool
174	2	114	animal
180	2	122	animal
186	2	209	tool
192	2	104	animal
198	2	218	tool
204	2	125	animal
210	2	228	tool
216	2	204	tool
222	2	122	animal
228	2	104	animal
234	2	228	tool
240	2	208	tool
246	2	101	animal
252	2	219	tool
258	2	106	animal
264	2	218	tool
270	2	125	animal
276	2	114	animal
282	2	209	tool
