onset	duration	stimulus	Var4
0	2	127	animal
8	2	201	tool
16	2	108	animal
24	2	216	tool
32	2	116	animal
40	2	105	animal
48	2	111	animal
56	2	117	animal
64	2	202	tool
72	2	223	tool
80	2	217	tool
88	2	210	tool
96	2	223	tool
104	2	201	tool
112	2	108	animal
120	2	111	animal
128	2	210	tool
136	2	117	animal
144	2	202	tool
152	2	217	tool
160	2	127	animal
168	2	216	tool
176	2	105	animal
184	2	116	animal
192	2	201	tool
200	2	202	tool
208	2	210	tool
216	2	111	animal
224	2	105	animal
232	2	117	animal
240	2	116	animal
248	2	217	tool
256	2	127	animal
264	2	108	animal
272	2	223	tool
280	2	216	tool
