onset	duration	stimulus	Var4
4	2	222	tool
12	2	213	tool
16	2	115	animal
20	2	229	tool
28	2	223	tool
32	2	106	animal
36	2	107	animal
44	2	111	animal
48	2	124	animal
52	2	110	animal
56	2	218	tool
64	2	208	tool
80	2	111	animal
84	2	218	tool
88	2	107	animal
96	2	110	animal
104	2	208	tool
108	2	106	animal
112	2	213	tool
116	2	115	animal
120	2	124	animal
128	2	222	tool
132	2	223	tool
136	2	229	tool
148	2	218	tool
156	2	111	animal
160	2	106	animal
172	2	223	tool
176	2	107	animal
180	2	208	tool
184	2	115	animal
188	2	222	tool
196	2	229	tool
200	2	110	animal
204	2	124	animal
208	2	213	tool
220	2	213	tool
228	2	223	tool
236	2	229	tool
240	2	208	tool
248	2	124	animal
252	2	106	animal
256	2	107	animal
260	2	111	animal
264	2	115	animal
268	2	110	animal
276	2	218	tool
280	2	222	tool
