onset	duration	stimulus	Var4
0	2	123	animal
8	2	217	tool
16	2	225	tool
24	2	202	tool
32	2	105	animal
40	2	118	animal
48	2	125	animal
56	2	104	animal
64	2	215	tool
72	2	216	tool
80	2	203	tool
88	2	117	animal
96	2	125	animal
104	2	217	tool
112	2	123	animal
120	2	202	tool
128	2	225	tool
136	2	104	animal
144	2	203	tool
152	2	105	animal
160	2	215	tool
168	2	117	animal
176	2	118	animal
184	2	216	tool
192	2	123	animal
200	2	203	tool
208	2	105	animal
216	2	202	tool
224	2	125	animal
232	2	216	tool
240	2	118	animal
248	2	117	animal
256	2	215	tool
264	2	217	tool
272	2	225	tool
280	2	104	animal
