onset	duration	stimulus	Var4
0	2	225	tool
8	2	203	tool
16	2	123	animal
24	2	118	animal
32	2	217	tool
40	2	105	animal
48	2	202	tool
56	2	125	animal
64	2	215	tool
72	2	117	animal
80	2	216	tool
88	2	104	animal
96	2	216	tool
104	2	123	animal
112	2	104	animal
120	2	118	animal
128	2	125	animal
136	2	217	tool
144	2	202	tool
152	2	203	tool
160	2	117	animal
168	2	105	animal
176	2	215	tool
184	2	225	tool
192	2	216	tool
200	2	117	animal
208	2	225	tool
216	2	125	animal
224	2	203	tool
232	2	217	tool
240	2	118	animal
248	2	105	animal
256	2	123	animal
264	2	202	tool
272	2	104	animal
280	2	215	tool
