onset	duration	stimulus	Var4
8	2	124	animal
12	2	223	tool
16	2	115	animal
20	2	110	animal
24	2	111	animal
32	2	222	tool
36	2	106	animal
44	2	218	tool
48	2	213	tool
52	2	229	tool
56	2	107	animal
64	2	208	tool
80	2	115	animal
84	2	106	animal
88	2	213	tool
92	2	208	tool
100	2	223	tool
104	2	222	tool
108	2	110	animal
112	2	124	animal
116	2	111	animal
124	2	218	tool
128	2	107	animal
132	2	229	tool
148	2	208	tool
152	2	218	tool
156	2	107	animal
164	2	106	animal
168	2	110	animal
172	2	115	animal
176	2	124	animal
180	2	111	animal
184	2	223	tool
188	2	229	tool
196	2	222	tool
208	2	213	tool
224	2	218	tool
228	2	229	tool
232	2	124	animal
240	2	115	animal
244	2	213	tool
252	2	208	tool
256	2	106	animal
260	2	223	tool
264	2	222	tool
268	2	111	animal
272	2	110	animal
276	2	107	animal
