onset	duration	stimulus	Var4
0	2	228	tool
12	2	127	animal
24	2	202	tool
36	2	226	tool
48	2	102	animal
60	2	205	tool
72	2	215	tool
84	2	110	animal
96	2	112	animal
108	2	130	animal
120	2	113	animal
132	2	204	tool
144	2	112	animal
156	2	110	animal
168	2	102	animal
180	2	205	tool
192	2	113	animal
204	2	202	tool
216	2	226	tool
228	2	127	animal
240	2	215	tool
252	2	228	tool
264	2	204	tool
276	2	130	animal
