onset	duration	stimulus	Var4
4	2	113	animal
8	2	209	tool
12	2	220	tool
16	2	110	animal
20	2	109	animal
28	2	207	tool
36	2	222	tool
40	2	102	animal
44	2	107	animal
48	2	122	animal
52	2	205	tool
56	2	224	tool
76	2	209	tool
84	2	207	tool
92	2	102	animal
100	2	224	tool
104	2	220	tool
108	2	109	animal
112	2	222	tool
116	2	122	animal
124	2	113	animal
128	2	107	animal
132	2	110	animal
136	2	205	tool
148	2	207	tool
152	2	113	animal
156	2	209	tool
164	2	220	tool
168	2	122	animal
176	2	110	animal
180	2	102	animal
184	2	109	animal
192	2	222	tool
196	2	107	animal
204	2	205	tool
208	2	224	tool
224	2	110	animal
232	2	113	animal
236	2	207	tool
244	2	102	animal
248	2	224	tool
252	2	222	tool
256	2	220	tool
260	2	122	animal
264	2	107	animal
268	2	209	tool
272	2	109	animal
280	2	205	tool
