onset	duration	stimulus	Var4
4	2	122	animal
12	2	220	tool
16	2	222	tool
20	2	113	animal
24	2	102	animal
28	2	107	animal
36	2	205	tool
40	2	209	tool
44	2	207	tool
52	2	110	animal
56	2	224	tool
64	2	109	animal
76	2	207	tool
80	2	107	animal
92	2	222	tool
96	2	209	tool
100	2	122	animal
104	2	113	animal
108	2	110	animal
112	2	224	tool
116	2	109	animal
120	2	220	tool
124	2	205	tool
132	2	102	animal
148	2	207	tool
152	2	109	animal
156	2	224	tool
160	2	205	tool
164	2	110	animal
168	2	209	tool
172	2	222	tool
184	2	113	animal
188	2	220	tool
200	2	122	animal
204	2	102	animal
208	2	107	animal
224	2	205	tool
232	2	122	animal
236	2	222	tool
240	2	113	animal
244	2	102	animal
248	2	107	animal
252	2	220	tool
256	2	224	tool
260	2	209	tool
268	2	207	tool
276	2	109	animal
280	2	110	animal
