onset	duration	stimulus	Var4
0	2	214	tool
8	2	104	animal
16	2	101	animal
24	2	226	tool
32	2	112	animal
40	2	203	tool
48	2	119	animal
56	2	227	tool
64	2	108	animal
72	2	218	tool
80	2	208	tool
88	2	115	animal
96	2	108	animal
104	2	101	animal
112	2	104	animal
120	2	203	tool
128	2	112	animal
136	2	227	tool
144	2	226	tool
152	2	119	animal
160	2	208	tool
168	2	214	tool
176	2	218	tool
184	2	115	animal
192	2	218	tool
200	2	208	tool
208	2	227	tool
216	2	203	tool
224	2	115	animal
232	2	108	animal
240	2	112	animal
248	2	104	animal
256	2	101	animal
264	2	226	tool
272	2	119	animal
280	2	214	tool
