onset	duration	stimulus	Var4
0	2	219	tool
6	2	118	animal
12	2	217	tool
18	2	123	animal
24	2	105	animal
30	2	106	animal
36	2	206	tool
42	2	125	animal
48	2	230	tool
54	2	204	tool
60	2	213	tool
66	2	126	animal
72	2	204	tool
78	2	219	tool
84	2	206	tool
90	2	126	animal
96	2	106	animal
102	2	125	animal
108	2	230	tool
114	2	105	animal
120	2	118	animal
126	2	217	tool
132	2	213	tool
138	2	123	animal
144	2	217	tool
150	2	106	animal
156	2	219	tool
162	2	206	tool
168	2	105	animal
174	2	123	animal
180	2	118	animal
186	2	204	tool
192	2	230	tool
198	2	213	tool
204	2	126	animal
210	2	125	animal
216	2	123	animal
222	2	204	tool
228	2	206	tool
234	2	118	animal
240	2	126	animal
246	2	219	tool
252	2	230	tool
258	2	105	animal
264	2	217	tool
270	2	213	tool
276	2	125	animal
282	2	106	animal
