onset	duration	stimulus	Var4
0	2	106	animal
6	2	213	tool
12	2	105	animal
18	2	206	tool
24	2	123	animal
30	2	125	animal
36	2	217	tool
42	2	126	animal
48	2	219	tool
54	2	230	tool
60	2	118	animal
66	2	204	tool
72	2	125	animal
78	2	206	tool
84	2	105	animal
90	2	106	animal
96	2	213	tool
102	2	126	animal
108	2	118	animal
114	2	123	animal
120	2	219	tool
126	2	230	tool
132	2	204	tool
138	2	217	tool
144	2	230	tool
150	2	125	animal
156	2	106	animal
162	2	118	animal
168	2	219	tool
174	2	206	tool
180	2	105	animal
186	2	204	tool
192	2	213	tool
198	2	123	animal
204	2	126	animal
210	2	217	tool
216	2	206	tool
222	2	126	animal
228	2	213	tool
234	2	118	animal
240	2	106	animal
246	2	230	tool
252	2	204	tool
258	2	105	animal
264	2	219	tool
270	2	123	animal
276	2	217	tool
282	2	125	animal
