onset	duration	stimulus	Var4
0	2	115	animal
6	2	228	tool
12	2	108	animal
18	2	122	animal
24	2	221	tool
30	2	207	tool
36	2	105	animal
42	2	206	tool
48	2	117	animal
54	2	116	animal
60	2	226	tool
66	2	218	tool
72	2	105	animal
78	2	206	tool
84	2	218	tool
90	2	228	tool
96	2	221	tool
102	2	122	animal
108	2	226	tool
114	2	108	animal
120	2	116	animal
126	2	115	animal
132	2	207	tool
138	2	117	animal
144	2	105	animal
150	2	228	tool
156	2	218	tool
162	2	117	animal
168	2	116	animal
174	2	122	animal
180	2	108	animal
186	2	115	animal
192	2	221	tool
198	2	207	tool
204	2	206	tool
210	2	226	tool
216	2	207	tool
222	2	206	tool
228	2	108	animal
234	2	115	animal
240	2	117	animal
246	2	116	animal
252	2	221	tool
258	2	226	tool
264	2	122	animal
270	2	218	tool
276	2	105	animal
282	2	228	tool
