onset	duration	stimulus	Var4
4	2	121	animal
8	2	209	tool
28	2	210	tool
32	2	127	animal
36	2	125	animal
40	2	201	tool
44	2	124	animal
48	2	214	tool
52	2	120	animal
56	2	230	tool
60	2	119	animal
64	2	213	tool
80	2	121	animal
84	2	213	tool
88	2	230	tool
92	2	201	tool
96	2	214	tool
100	2	119	animal
108	2	209	tool
112	2	125	animal
116	2	210	tool
120	2	127	animal
124	2	120	animal
128	2	124	animal
148	2	201	tool
152	2	210	tool
156	2	124	animal
160	2	121	animal
164	2	214	tool
168	2	213	tool
176	2	230	tool
180	2	209	tool
184	2	120	animal
188	2	119	animal
192	2	127	animal
200	2	125	animal
220	2	201	tool
224	2	125	animal
228	2	127	animal
232	2	121	animal
244	2	230	tool
248	2	214	tool
252	2	120	animal
256	2	213	tool
260	2	124	animal
268	2	209	tool
276	2	210	tool
280	2	119	animal
