onset	duration	stimulus	Var4
0	2	225	tool
8	2	220	tool
16	2	114	animal
24	2	211	tool
32	2	107	animal
40	2	106	animal
48	2	111	animal
56	2	112	animal
64	2	204	tool
72	2	104	animal
80	2	216	tool
88	2	229	tool
96	2	114	animal
104	2	112	animal
112	2	225	tool
120	2	211	tool
128	2	106	animal
136	2	216	tool
144	2	229	tool
152	2	220	tool
160	2	111	animal
168	2	204	tool
176	2	107	animal
184	2	104	animal
192	2	204	tool
200	2	211	tool
208	2	106	animal
216	2	112	animal
224	2	104	animal
232	2	229	tool
240	2	114	animal
248	2	225	tool
256	2	107	animal
264	2	220	tool
272	2	216	tool
280	2	111	animal
