onset	duration	stimulus	Var4
4	2	210	tool
8	2	124	animal
24	2	201	tool
32	2	120	animal
36	2	121	animal
40	2	209	tool
44	2	214	tool
48	2	127	animal
52	2	213	tool
56	2	119	animal
60	2	125	animal
64	2	230	tool
76	2	213	tool
92	2	214	tool
96	2	127	animal
100	2	201	tool
104	2	210	tool
108	2	120	animal
116	2	209	tool
120	2	230	tool
124	2	119	animal
128	2	121	animal
132	2	124	animal
136	2	125	animal
148	2	213	tool
152	2	121	animal
156	2	120	animal
160	2	214	tool
164	2	201	tool
172	2	209	tool
176	2	124	animal
180	2	127	animal
192	2	230	tool
196	2	210	tool
200	2	125	animal
208	2	119	animal
220	2	120	animal
224	2	119	animal
228	2	125	animal
244	2	214	tool
248	2	230	tool
252	2	121	animal
256	2	209	tool
260	2	213	tool
264	2	124	animal
268	2	210	tool
272	2	201	tool
276	2	127	animal
