onset	duration	stimulus	Var4
0	2	224	tool
8	2	221	tool
16	2	219	tool
24	2	121	animal
32	2	225	tool
40	2	103	animal
48	2	128	animal
56	2	205	tool
64	2	114	animal
72	2	102	animal
80	2	223	tool
88	2	122	animal
96	2	114	animal
104	2	103	animal
112	2	225	tool
120	2	219	tool
128	2	122	animal
136	2	223	tool
144	2	221	tool
152	2	128	animal
160	2	224	tool
168	2	102	animal
176	2	205	tool
184	2	121	animal
192	2	103	animal
200	2	121	animal
208	2	102	animal
216	2	219	tool
224	2	205	tool
232	2	223	tool
240	2	224	tool
248	2	128	animal
256	2	225	tool
264	2	221	tool
272	2	122	animal
280	2	114	animal
