onset	duration	stimulus	Var4
4	2	110	animal
8	2	220	tool
12	2	209	tool
16	2	116	animal
28	2	119	animal
32	2	215	tool
36	2	204	tool
40	2	105	animal
44	2	124	animal
48	2	203	tool
56	2	217	tool
60	2	117	animal
76	2	119	animal
84	2	105	animal
88	2	217	tool
92	2	209	tool
96	2	116	animal
100	2	220	tool
104	2	215	tool
108	2	110	animal
112	2	117	animal
116	2	204	tool
120	2	203	tool
132	2	124	animal
148	2	110	animal
152	2	215	tool
160	2	204	tool
164	2	119	animal
172	2	117	animal
180	2	105	animal
184	2	220	tool
188	2	124	animal
192	2	203	tool
200	2	217	tool
204	2	116	animal
208	2	209	tool
224	2	117	animal
228	2	105	animal
232	2	119	animal
236	2	204	tool
252	2	209	tool
256	2	217	tool
260	2	110	animal
264	2	116	animal
268	2	124	animal
272	2	203	tool
276	2	215	tool
280	2	220	tool
