onset	duration	stimulus	Var4
4	2	215	tool
8	2	220	tool
16	2	117	animal
20	2	209	tool
24	2	204	tool
28	2	124	animal
32	2	110	animal
36	2	203	tool
44	2	119	animal
52	2	217	tool
60	2	105	animal
64	2	116	animal
76	2	204	tool
80	2	119	animal
84	2	110	animal
88	2	117	animal
92	2	116	animal
108	2	215	tool
112	2	124	animal
116	2	203	tool
124	2	217	tool
128	2	220	tool
132	2	209	tool
136	2	105	animal
148	2	217	tool
152	2	117	animal
156	2	116	animal
160	2	209	tool
164	2	105	animal
168	2	124	animal
176	2	110	animal
188	2	215	tool
192	2	119	animal
196	2	220	tool
200	2	203	tool
208	2	204	tool
224	2	204	tool
228	2	220	tool
236	2	217	tool
240	2	110	animal
244	2	105	animal
252	2	124	animal
256	2	209	tool
260	2	117	animal
264	2	215	tool
268	2	116	animal
272	2	203	tool
276	2	119	animal
