onset	duration	stimulus	Var4
0	2	130	animal
6	2	126	animal
12	2	228	tool
18	2	217	tool
24	2	129	animal
30	2	116	animal
36	2	206	tool
42	2	227	tool
48	2	219	tool
54	2	222	tool
60	2	122	animal
66	2	105	animal
72	2	219	tool
78	2	126	animal
84	2	116	animal
90	2	222	tool
96	2	129	animal
102	2	228	tool
108	2	227	tool
114	2	217	tool
120	2	130	animal
126	2	105	animal
132	2	122	animal
138	2	206	tool
144	2	228	tool
150	2	129	animal
156	2	105	animal
162	2	227	tool
168	2	122	animal
174	2	219	tool
180	2	217	tool
186	2	130	animal
192	2	222	tool
198	2	126	animal
204	2	206	tool
210	2	116	animal
216	2	217	tool
222	2	227	tool
228	2	129	animal
234	2	228	tool
240	2	206	tool
246	2	130	animal
252	2	122	animal
258	2	105	animal
264	2	219	tool
270	2	116	animal
276	2	222	tool
282	2	126	animal
