onset	duration	stimulus	Var4
0	2	227	tool
6	2	228	tool
12	2	122	animal
18	2	222	tool
24	2	129	animal
30	2	116	animal
36	2	219	tool
42	2	217	tool
48	2	126	animal
54	2	105	animal
60	2	206	tool
66	2	130	animal
72	2	129	animal
78	2	217	tool
84	2	105	animal
90	2	116	animal
96	2	219	tool
102	2	122	animal
108	2	222	tool
114	2	130	animal
120	2	126	animal
126	2	227	tool
132	2	228	tool
138	2	206	tool
144	2	126	animal
150	2	129	animal
156	2	116	animal
162	2	219	tool
168	2	122	animal
174	2	206	tool
180	2	130	animal
186	2	105	animal
192	2	227	tool
198	2	228	tool
204	2	217	tool
210	2	222	tool
216	2	122	animal
222	2	130	animal
228	2	126	animal
234	2	105	animal
240	2	206	tool
246	2	222	tool
252	2	217	tool
258	2	116	animal
264	2	219	tool
270	2	227	tool
276	2	129	animal
282	2	228	tool
