onset	duration	stimulus	Var4
0	2	105	animal
8	2	223	tool
16	2	218	tool
24	2	123	animal
32	2	111	animal
40	2	112	animal
48	2	103	animal
56	2	229	tool
64	2	101	animal
72	2	207	tool
80	2	228	tool
88	2	221	tool
96	2	223	tool
104	2	112	animal
112	2	123	animal
120	2	221	tool
128	2	218	tool
136	2	111	animal
144	2	105	animal
152	2	228	tool
160	2	229	tool
168	2	207	tool
176	2	103	animal
184	2	101	animal
192	2	218	tool
200	2	123	animal
208	2	221	tool
216	2	112	animal
224	2	223	tool
232	2	229	tool
240	2	103	animal
248	2	228	tool
256	2	207	tool
264	2	111	animal
272	2	105	animal
280	2	101	animal
