onset	duration	stimulus	Var4
0	2	218	tool
8	2	111	animal
16	2	223	tool
24	2	103	animal
32	2	207	tool
40	2	228	tool
48	2	101	animal
56	2	221	tool
64	2	112	animal
72	2	105	animal
80	2	229	tool
88	2	123	animal
96	2	218	tool
104	2	101	animal
112	2	112	animal
120	2	111	animal
128	2	103	animal
136	2	228	tool
144	2	229	tool
152	2	223	tool
160	2	105	animal
168	2	221	tool
176	2	207	tool
184	2	123	animal
192	2	223	tool
200	2	105	animal
208	2	229	tool
216	2	207	tool
224	2	218	tool
232	2	112	animal
240	2	101	animal
248	2	123	animal
256	2	111	animal
264	2	103	animal
272	2	221	tool
280	2	228	tool
