onset	duration	stimulus	Var4
0	2	127	animal
6	2	203	tool
12	2	227	tool
18	2	206	tool
24	2	208	tool
30	2	115	animal
36	2	117	animal
42	2	128	animal
48	2	216	tool
54	2	225	tool
60	2	114	animal
66	2	122	animal
72	2	203	tool
78	2	115	animal
84	2	216	tool
90	2	206	tool
96	2	225	tool
102	2	208	tool
108	2	114	animal
114	2	122	animal
120	2	117	animal
126	2	128	animal
132	2	227	tool
138	2	127	animal
144	2	208	tool
150	2	122	animal
156	2	127	animal
162	2	216	tool
168	2	206	tool
174	2	227	tool
180	2	128	animal
186	2	117	animal
192	2	115	animal
198	2	225	tool
204	2	114	animal
210	2	203	tool
216	2	208	tool
222	2	216	tool
228	2	122	animal
234	2	127	animal
240	2	225	tool
246	2	117	animal
252	2	206	tool
258	2	114	animal
264	2	227	tool
270	2	128	animal
276	2	203	tool
282	2	115	animal
