onset	duration	stimulus	Var4
12	2	118	animal
16	2	206	tool
24	2	124	animal
28	2	203	tool
32	2	205	tool
36	2	226	tool
40	2	229	tool
44	2	107	animal
52	2	123	animal
56	2	111	animal
60	2	209	tool
64	2	126	animal
76	2	206	tool
84	2	107	animal
88	2	111	animal
92	2	124	animal
96	2	205	tool
100	2	118	animal
116	2	123	animal
120	2	203	tool
124	2	126	animal
128	2	209	tool
132	2	229	tool
136	2	226	tool
148	2	123	animal
152	2	206	tool
156	2	205	tool
160	2	203	tool
168	2	107	animal
172	2	226	tool
180	2	209	tool
184	2	118	animal
188	2	126	animal
196	2	124	animal
200	2	111	animal
208	2	229	tool
220	2	123	animal
224	2	229	tool
228	2	107	animal
232	2	126	animal
236	2	203	tool
240	2	205	tool
244	2	206	tool
252	2	226	tool
256	2	118	animal
264	2	209	tool
272	2	124	animal
276	2	111	animal
