onset	duration	stimulus	Var4
0	2	202	tool
10	2	213	tool
20	2	223	tool
30	2	117	animal
40	2	211	tool
50	2	122	animal
60	2	109	animal
70	2	103	animal
80	2	121	animal
90	2	212	tool
100	2	106	animal
110	2	204	tool
120	2	103	animal
130	2	202	tool
140	2	211	tool
150	2	106	animal
160	2	109	animal
170	2	121	animal
180	2	223	tool
190	2	212	tool
200	2	122	animal
210	2	204	tool
220	2	117	animal
230	2	213	tool
