onset	duration	stimulus	Var4
0	2	228	tool
8	2	112	animal
16	2	102	animal
24	2	125	animal
32	2	207	tool
40	2	116	animal
48	2	201	tool
56	2	221	tool
64	2	220	tool
72	2	129	animal
80	2	113	animal
88	2	224	tool
96	2	112	animal
104	2	228	tool
112	2	125	animal
120	2	116	animal
128	2	207	tool
136	2	129	animal
144	2	220	tool
152	2	221	tool
160	2	113	animal
168	2	201	tool
176	2	102	animal
184	2	224	tool
192	2	112	animal
200	2	113	animal
208	2	221	tool
216	2	125	animal
224	2	207	tool
232	2	116	animal
240	2	220	tool
248	2	102	animal
256	2	129	animal
264	2	201	tool
272	2	228	tool
280	2	224	tool
