onset	duration	stimulus	Var4
4	2	126	animal
8	2	229	tool
12	2	111	animal
16	2	226	tool
24	2	123	animal
28	2	203	tool
36	2	209	tool
40	2	124	animal
44	2	206	tool
48	2	205	tool
56	2	118	animal
60	2	107	animal
76	2	124	animal
80	2	111	animal
88	2	123	animal
92	2	203	tool
96	2	126	animal
104	2	226	tool
116	2	209	tool
120	2	107	animal
124	2	118	animal
128	2	229	tool
132	2	205	tool
136	2	206	tool
152	2	203	tool
160	2	123	animal
164	2	126	animal
168	2	107	animal
172	2	205	tool
176	2	229	tool
180	2	206	tool
188	2	118	animal
192	2	111	animal
196	2	209	tool
200	2	226	tool
204	2	124	animal
224	2	206	tool
228	2	126	animal
232	2	203	tool
240	2	111	animal
244	2	123	animal
252	2	107	animal
256	2	118	animal
260	2	124	animal
264	2	229	tool
272	2	205	tool
276	2	226	tool
280	2	209	tool
