onset	duration	stimulus	Var4
0	2	230	tool
6	2	216	tool
12	2	218	tool
18	2	119	animal
24	2	104	animal
30	2	215	tool
36	2	225	tool
42	2	120	animal
48	2	105	animal
54	2	128	animal
60	2	114	animal
66	2	208	tool
72	2	128	animal
78	2	114	animal
84	2	216	tool
90	2	218	tool
96	2	230	tool
102	2	120	animal
108	2	105	animal
114	2	104	animal
120	2	119	animal
126	2	215	tool
132	2	208	tool
138	2	225	tool
144	2	104	animal
150	2	128	animal
156	2	114	animal
162	2	216	tool
168	2	218	tool
174	2	215	tool
180	2	208	tool
186	2	230	tool
192	2	105	animal
198	2	119	animal
204	2	120	animal
210	2	225	tool
216	2	230	tool
222	2	216	tool
228	2	128	animal
234	2	104	animal
240	2	215	tool
246	2	208	tool
252	2	114	animal
258	2	120	animal
264	2	225	tool
270	2	218	tool
276	2	105	animal
282	2	119	animal
