onset	duration	stimulus	Var4
0	2	220	tool
8	2	129	animal
16	2	207	tool
24	2	113	animal
32	2	102	animal
40	2	224	tool
48	2	201	tool
56	2	125	animal
64	2	221	tool
72	2	112	animal
80	2	228	tool
88	2	116	animal
96	2	228	tool
104	2	113	animal
112	2	102	animal
120	2	125	animal
128	2	207	tool
136	2	224	tool
144	2	116	animal
152	2	112	animal
160	2	221	tool
168	2	201	tool
176	2	129	animal
184	2	220	tool
192	2	224	tool
200	2	221	tool
208	2	113	animal
216	2	102	animal
224	2	116	animal
232	2	201	tool
240	2	220	tool
248	2	207	tool
256	2	112	animal
264	2	228	tool
272	2	129	animal
280	2	125	animal
