onset	duration	stimulus	Var4
0	2	119	animal
6	2	117	animal
12	2	113	animal
18	2	127	animal
24	2	204	tool
30	2	111	animal
36	2	213	tool
42	2	222	tool
48	2	224	tool
54	2	121	animal
60	2	220	tool
66	2	228	tool
72	2	117	animal
78	2	127	animal
84	2	228	tool
90	2	220	tool
96	2	119	animal
102	2	213	tool
108	2	111	animal
114	2	224	tool
120	2	113	animal
126	2	121	animal
132	2	222	tool
138	2	204	tool
144	2	228	tool
150	2	111	animal
156	2	222	tool
162	2	119	animal
168	2	113	animal
174	2	224	tool
180	2	117	animal
186	2	204	tool
192	2	220	tool
198	2	127	animal
204	2	121	animal
210	2	213	tool
216	2	111	animal
222	2	204	tool
228	2	228	tool
234	2	127	animal
240	2	117	animal
246	2	213	tool
252	2	220	tool
258	2	121	animal
264	2	224	tool
270	2	113	animal
276	2	222	tool
282	2	119	animal
