onset	duration	stimulus	Var4
0	2	126	animal
8	2	116	animal
16	2	214	tool
24	2	115	animal
32	2	110	animal
40	2	219	tool
48	2	227	tool
56	2	205	tool
64	2	202	tool
72	2	112	animal
80	2	225	tool
88	2	109	animal
96	2	126	animal
104	2	115	animal
112	2	225	tool
120	2	202	tool
128	2	227	tool
136	2	112	animal
144	2	109	animal
152	2	110	animal
160	2	205	tool
168	2	214	tool
176	2	219	tool
184	2	116	animal
192	2	109	animal
200	2	112	animal
208	2	219	tool
216	2	202	tool
224	2	115	animal
232	2	116	animal
240	2	225	tool
248	2	227	tool
256	2	214	tool
264	2	126	animal
272	2	205	tool
280	2	110	animal
