onset	duration	stimulus	Var4
0	2	213	tool
6	2	224	tool
12	2	111	animal
18	2	228	tool
24	2	117	animal
30	2	121	animal
36	2	127	animal
42	2	113	animal
48	2	119	animal
54	2	220	tool
60	2	204	tool
66	2	222	tool
72	2	121	animal
78	2	213	tool
84	2	220	tool
90	2	127	animal
96	2	119	animal
102	2	204	tool
108	2	117	animal
114	2	224	tool
120	2	111	animal
126	2	113	animal
132	2	222	tool
138	2	228	tool
144	2	111	animal
150	2	204	tool
156	2	224	tool
162	2	228	tool
168	2	213	tool
174	2	119	animal
180	2	127	animal
186	2	220	tool
192	2	113	animal
198	2	117	animal
204	2	222	tool
210	2	121	animal
216	2	220	tool
222	2	224	tool
228	2	213	tool
234	2	117	animal
240	2	222	tool
246	2	113	animal
252	2	127	animal
258	2	111	animal
264	2	119	animal
270	2	204	tool
276	2	228	tool
282	2	121	animal
