onset	duration	stimulus	Var4
4	2	106	animal
8	2	113	animal
12	2	111	animal
16	2	225	tool
20	2	223	tool
28	2	104	animal
32	2	101	animal
44	2	208	tool
48	2	128	animal
52	2	227	tool
56	2	204	tool
60	2	201	tool
80	2	225	tool
84	2	227	tool
92	2	208	tool
96	2	104	animal
100	2	204	tool
104	2	106	animal
108	2	223	tool
112	2	111	animal
116	2	101	animal
120	2	201	tool
128	2	113	animal
136	2	128	animal
148	2	227	tool
152	2	101	animal
156	2	111	animal
168	2	225	tool
172	2	106	animal
176	2	208	tool
184	2	204	tool
188	2	128	animal
192	2	113	animal
196	2	104	animal
204	2	201	tool
208	2	223	tool
220	2	106	animal
224	2	225	tool
232	2	201	tool
236	2	227	tool
240	2	113	animal
244	2	223	tool
248	2	208	tool
252	2	111	animal
256	2	104	animal
260	2	101	animal
264	2	204	tool
280	2	128	animal
