onset	duration	stimulus	Var4
0	2	218	tool
8	2	215	tool
16	2	207	tool
24	2	125	animal
32	2	126	animal
40	2	112	animal
48	2	118	animal
56	2	116	animal
64	2	229	tool
72	2	220	tool
80	2	217	tool
88	2	124	animal
96	2	126	animal
104	2	112	animal
112	2	218	tool
120	2	215	tool
128	2	220	tool
136	2	118	animal
144	2	116	animal
152	2	217	tool
160	2	124	animal
168	2	229	tool
176	2	207	tool
184	2	125	animal
192	2	118	animal
200	2	229	tool
208	2	220	tool
216	2	124	animal
224	2	217	tool
232	2	112	animal
240	2	116	animal
248	2	218	tool
256	2	126	animal
264	2	215	tool
272	2	207	tool
280	2	125	animal
